id,url,name,phone,homepage,address,city,state,lat,lon,expiry,postdate,provider,down,up,dealtitle,dealinfo,dealoriginalprice,dealprice,dealdiscount,dealsavings,disclaimer,dealsinstore,storeurl,showimage,showimagestandardbig,showimagestandardsmall
12712457,http://www.8coupons.com/apiout/showdeal/deal/12712457/3449003/aff,Great Wall Chinese Restaurant,510.658.8458,http://greatwallrockridge.com/,6247 College Ave,Oakland,CA,37.8501,-122.253,2015-11-25,2015-11-23 00:46:36,Amazon Local,,,$20 to Spend at Great Wall Chinese Restaurant,"Great Wall Chinese Restaurant is the perfect spot to get your fill of tasty, authentic Chinese cuisine. Pick up today's deal and stop by to sample their extensive menu of traditional and vegetarian dishes.   $10 for $20 to spend on food and drink for two or more  Vast menu of vegetarian selections, including tofu and faux-meat chicken and pork dishes  Other options range from rice and noodles to fresh seafood and ceramic pot street food  Complement your meal with a cold beer or glass of sake or wine   Great Wall Chinese Restaurant:  Website  |  Menu",20,10,50,10,. p. /p. ul. li. Limit 1 voucher per purchaser; additional 1 voucher may be sent as a gift. br. /li. li. Limit 1 voucher redemption per individual. br. /li. li. Limit 1 per table per visit. br. /li. li. Valid only for dine-in. br. /li. li. Must 21.  with valid ID to consume alcohol. br. /li. li. Discount apportioned among all items purchased. No item provided free. br. /li. li. Excludes lunch specials and family diners. /li. li. Entire value must be used in a single visit. br. /li. li. Available for use immediately after purchase. br. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. br. /li. li. PAID VALUE DOES NOT EXPIRE. br. /li. /ul. p. /p.,50,http://www.8coupons.com/discounts/great-wall-chinese-restaurant-oakland-94618,http://g-ecx.images-amazon.com/images/G/01/ember/deals/a303c4b476fe34fb53891ebaa07cded4431ddb90ca3d1b2b6b47bbe9ed6f8,http://www.8coupons.com/image/deal/12712457/featured,http://www.8coupons.com/image/deal/12712457
13220143,http://www.8coupons.com/apiout/showdeal/deal/13220143/3449003/aff,Le Bateau Ivre,510.849.1100,,2629 Telegraph Ave,Berkeley,CA,37.8625,-122.259,2015-11-25,2015-11-23 00:46:38,Amazon Local,,,$22 or $60 to Spend at Le Bateau Ivre,"With elegant hardwood floors, low lighting, and rustic brick walls, Le Bateau Ivre offers a dining atmosphere like no other. Pick up today's deal and enjoy a culinary experience you'll want to repeat.      $11 for $22 to spend on food and drink   $30 for $60 to spend on food and drink   Soup, salads, appetizers, and cheese plates to start   Grilled chicken, salmon cakes, spicy Italian sausage, lamb with walnut sauce, and pasta dishes     Le Bateau Ivre:  Website  |  Menu",22,11,50,11,. ul. li. Limit 1 voucher per purchaser; additional 1 voucher may be sent as a gift. br. /li. li. Limit 1 voucher redemption per individual. br. /li. li. Limit 1 per table per visit. br. /li. li. Reservations for dinner are required and subject to availability. Merchant cancellation/rescheduling policy of 24 hours applies; voucher subject to forfeiture. br. /li. li. Entire value must be used in a single visit. br. /li. li. Discount apportioned among all items purchased. No item provided free. br. /li. li. Valid only for dine-in. br. /li. li. Excludes Mother's Day and Easter. br. /li. li. Available for use beginning the day after purchase. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. /li. li. PAID VALUE DOES NOT EXPIRE. /li. /ul.,50,http://www.8coupons.com/discounts/le-bateau-ivre-restaurant-berkeley-94704,http://g-ecx.images-amazon.com/images/G/01/ember/deals/48bca756e103426e6113fb9741b935edd6782da5fc0b94173c11b1bb5fe434a,http://www.8coupons.com/image/deal/13220143/featured,http://www.8coupons.com/image/deal/13220143
12556957,http://www.8coupons.com/apiout/showdeal/deal/12556957/3449003/aff,Paella Time,415.967.3550,,,San Francisco,CA,37.78,-122.42,2015-11-28,2015-11-17 07:36:38,yelp,,,$80 for $100 Certificate,"You get a voucher redeemable for $100 at Paella Time. Print out your voucher, or redeem on your phone with the  Yelp app .",100,80,20,20,,1,http://www.8coupons.com/discounts/paella-time-san-francisco-94147,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/12556957/featured,http://www.8coupons.com/image/deal/12556957
13563617,http://www.8coupons.com/apiout/showdeal/deal/13563617/3449003/aff,El Toro Taqueria,415.431.3351,,598 Valencia Street,San Francisco,CA,37.7634,-122.422,2015-12-03,2015-11-22 18:07:44,yelp,,,$7 for $10 Certificate,"You get a voucher redeemable for $10 at El Toro Taqueria. Print out your voucher, or redeem on your phone with the  Yelp app .",10,7,30,3,,1,http://www.8coupons.com/discounts/el-toro-taqueria-san-francisco-94114,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13563617/featured,http://www.8coupons.com/image/deal/13563617
11140611,http://www.8coupons.com/apiout/showdeal/deal/11140611/3449003/aff,Bissap Baobab,415.826.9287,,2323 Mission St,San Francisco,CA,37.7598,-122.419,2015-12-03,2015-11-22 18:07:43,yelp,,,$28 for $40 Certificate,"You get a voucher redeemable for $40 at Bissap Baobab. Print out your voucher, or redeem on your phone with the  Yelp app .",40,28,30,12,,1,http://www.8coupons.com/discounts/bissap-baobab-san-francisco-94110,http://s3-media1.fl.yelpcdn.com/dphoto/oqiu3clzllG8inmq5g8IIg/l.jpg,http://www.8coupons.com/image/deal/11140611/featured,http://www.8coupons.com/image/deal/11140611
13491695,http://www.8coupons.com/apiout/showdeal/deal/13491695/3449003/aff,GreenLid Studiomix,415.926.6794,,1000 Van Ness Ave,San Francisco,CA,37.7851,-122.421,2015-12-02,2015-11-21 07:25:12,yelp,,,$5 for $10 Certificate,"You get a voucher redeemable for $10 at GreenLid Studiomix. Print out your voucher, or redeem on your phone with the  Yelp app .",10,5,50,5,,1,http://www.8coupons.com/discounts/greenlid-san-francisco-94109,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13491695/featured,http://www.8coupons.com/image/deal/13491695
12847793,http://www.8coupons.com/apiout/showdeal/deal/12847793/3449003/aff,Delicateses La Plaza,415.341.8542,,2598 Folsom St,San Francisco,CA,37.7557,-122.414,2015-12-02,2015-11-21 20:34:20,yelp,,,$50 for $75 Certificate,"You get a voucher redeemable for $75 at Delicateses La Plaza. Print out your voucher, or redeem on your phone with the  Yelp app .",75,50,33,25,,1,http://www.8coupons.com/discounts/delicateses-la-plaza-san-francisco-94110,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/12847793/featured,http://www.8coupons.com/image/deal/12847793
14198513,http://www.8coupons.com/apiout/showdeal/deal/14198513/3449003/aff,Fresco Pizza Shawarma,415.440.4410,,1338 Polk St,San Francisco,CA,37.7894,-122.42,2015-11-30,2015-11-19 14:09:01,yelp,,,$50 for $60 Certificate,"You get a voucher redeemable for $60 at Fresco Pizza Shawarma. Print out your voucher, or redeem on your phone with the  Yelp app .",60,50,17,10,,1,http://www.8coupons.com/discounts/fresco-pizza-shawarma-san-francisco-94109,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/14198513/featured,http://www.8coupons.com/image/deal/14198513
12827427,http://www.8coupons.com/apiout/showdeal/deal/12827427/3449003,Oz Pizza*,415.861.2525,,508 Castro St,San Francisco,CA,37.7607,-122.435,2015-12-06,2015-08-04 05:15:21,valpak,,,"$5 OFF Any X-Large 20"" or $4 OFF Any Large 18"" Pizzas   ",,,,,,To Redeem Online: Enter Code VPOZ01. Limited Time Offer One coupon per customer. One coupon per party. Coupons may not be combined with any other offer. Must present coupon at time of order. Must present coupon at time of purchase.,3,http://www.8coupons.com/discounts/oz-pizza-san-francisco-94114,https://www.valpak.com/img/slug/OzLogo2.JPG,http://www.8coupons.com/image/deal/12827427/featured,http://www.8coupons.com/image/deal/12827427
12566573,http://www.8coupons.com/apiout/showdeal/deal/12566573/3449003/aff,Fearless Coffee,415.692.0181,,303 2nd St,San Francisco,CA,37.7858,-122.396,2015-12-02,2015-11-21 20:39:08,yelp,,,$25 for $30 Certificate,"You get a voucher redeemable for $30 at Fearless Coffee. Print out your voucher, or redeem on your phone with the  Yelp app .",30,25,17,5,,1,http://www.8coupons.com/discounts/fearless-san-francisco-94107,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/12566573/featured,http://www.8coupons.com/image/deal/12566573
9432006,http://www.8coupons.com/apiout/showdeal/deal/9432006/3449003/aff,Doc's Classic,510.379.5582,,,San Francisco,CA,37.7905,-122.394,2015-12-03,2015-11-22 18:10:54,yelp,,,$15 for $20 Certificate,"You get a voucher redeemable for $20 at Doc's Classic. Print out your voucher, or redeem on your phone with the  Yelp app .",20,15,25,5,,1,http://www.8coupons.com/discounts/doc-s-of-the-bay-san-francisco-94105-510-379-5582,http://s3-media4.fl.yelpcdn.com/dphoto/-tf11CLr_LEfWUs3bTdTcw/l.jpg,http://www.8coupons.com/image/deal/9432006/featured,http://www.8coupons.com/image/deal/9432006
14205621,http://www.8coupons.com/apiout/showdeal/deal/14205621/3449003/aff,Elixiria,415.948.6537,,25 Beale St,San Francisco,CA,37.792,-122.396,2015-12-03,2015-11-22 18:10:55,yelp,,,$25 for $30 Certificate,"You get a voucher redeemable for $30 at Elixiria. Print out your voucher, or redeem on your phone with the  Yelp app .",30,25,17,5,,1,http://www.8coupons.com/discounts/elixiria-san-francisco-94105-415-948-6537,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/14205621/featured,http://www.8coupons.com/image/deal/14205621
14324975,http://www.8coupons.com/apiout/showdeal/deal/14324975/3449003/aff,Oolong Noodles Restaurant,415.819.5668,,646 WASHINGTON ST,San Francisco,CA,37.7956,-122.404,2015-12-03,2015-11-22 10:49:19,yelp,,,$10 for $20 Certificate,"You get a voucher redeemable for $20 at Oolong Noodles Restaurant. Print out your voucher, or redeem on your phone with the  Yelp app .",20,10,50,10,,1,http://www.8coupons.com/discounts/oolong-noodles-restaurant-san-francisco-94111,http://s3-media4.fl.yelpcdn.com/dphoto/JRjeEKKESkl4BmvKWMmX5w/l.jpg,http://www.8coupons.com/image/deal/14324975/featured,http://www.8coupons.com/image/deal/14324975
11701761,http://www.8coupons.com/apiout/showdeal/deal/11701761/3449003/aff,Gaylord India Restaurant,415.397.7775,,Promenade Level,San Francisco,CA,37.7944,-122.4,2015-12-02,2015-11-21 20:39:09,yelp,,,$15 for $20 Certificate,"You get a voucher redeemable for $20 at Gaylord India Restaurant. Print out your voucher, or redeem on your phone with the  Yelp app .",20,15,25,5,,1,http://www.8coupons.com/discounts/gaylord-india-restaurant-san-francisco-94111,http://s3-media1.fl.yelpcdn.com/dphoto/CZuWcj6loUy-fsy7TkcClg/l.jpg,http://www.8coupons.com/image/deal/11701761/featured,http://www.8coupons.com/image/deal/11701761
13815689,http://www.8coupons.com/apiout/showdeal/deal/13815689/3449003/aff,Punch Line Comedy Club - San Francisco,415.397.7573,,444 Battery St,San Francisco,CA,37.7955,-122.4,2015-12-03,2015-11-23 00:03:40,Ticketmaster,,,"Tickets to Kyle Kinane on December 3, 2015",,0,23,0,0,,1900,http://www.8coupons.com/discounts/punch-line-comedy-club-san-francisco-94111,http://s1.ticketm.net/tm/en-us/dbimages/196244a.jpg,http://www.8coupons.com/image/deal/13815689/featured,http://www.8coupons.com/image/deal/13815689
12820957,http://www.8coupons.com/apiout/showdeal/deal/12820957/3449003,Street Taco,415.525.4435,,1607 Haight St,San Francisco,CA,37.7698,-122.449,2015-11-29,2015-07-28 05:15:21,valpak,,,"Free Burrito Order 1 Regular Burrito and 2 Drinks, Get a 2nd Burrito of Equal of Lesser Value FREE!",,,,,,Seafood Excluded. One coupon per customer. Coupons may not be combined with any other offer. With Valpak.  coupon only. Coupon void if altered.,2,http://www.8coupons.com/discounts/street-taco-san-francisco-94117,https://www.valpak.com/img/slug/StreetTacoLogo2.JPG,http://www.8coupons.com/image/deal/12820957/featured,http://www.8coupons.com/image/deal/12820957
13127125,http://www.8coupons.com/apiout/showdeal/deal/13127125/3449003,Escape From New York Pizza (Haight),415.668.5577,,1737 Haight St.,San Francisco,CA,37.7694,-122.451,2015-12-06,2015-08-04 05:15:21,valpak,,,"$4 Off Any X-Large 20""    ",,,,,,"To Redeem Online, Enter VP412 and Present Coupon To Server/Driver. One Pizza Per Customer Coupons may not be combined with any other offer. Coupon void if altered.",3,http://www.8coupons.com/discounts/escape-from-new-york-pizza-san-francisco-94117,https://www.valpak.com/img/slug/EscapeLogo.JPG,http://www.8coupons.com/image/deal/13127125/featured,http://www.8coupons.com/image/deal/13127125
14220447,http://www.8coupons.com/apiout/showdeal/deal/14220447/3449003/aff,RAW - A Juice Company,415.463.0623,,1727 Haight St,San Francisco,CA,37.7694,-122.451,2015-12-02,2015-11-21 20:34:19,yelp,,,$8 for $10 Certificate,"You get a voucher redeemable for $10 at RAW - A Juice Company. Print out your voucher, or redeem on your phone with the  Yelp app .",10,8,20,2,,1,http://www.8coupons.com/discounts/raw-a-juice-company-san-francisco-94117,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/14220447/featured,http://www.8coupons.com/image/deal/14220447
13516073,http://www.8coupons.com/apiout/showdeal/deal/13516073/3449003,Round Table Pizza,415.387.5054,,3567 Geary Boulevard,San Francisco,CA,37.781,-122.457,2015-12-06,2015-08-04 05:15:21,valpak,,,"$4 Off Any X-L Pizza, 3 Off Any Large Pizza, & $2 Off Any Medium Pizza    ",,,,,,".Dine In, Pick Up or Delivery. Delivery charge may apply. One Coupon Per Order. Limited Delivery Area. One coupon per customer. One coupon per party. Coupons may not be combined with any other offer. Not valid with any other coupon. With Valpak.  coupon only.",6,http://www.8coupons.com/discounts/round-table-pizza-3567-geary-st-san-francisco-94118,https://www.valpak.com/img/slug/RTHoriz_Logo.JPG,http://www.8coupons.com/image/deal/13516073/featured,http://www.8coupons.com/image/deal/13516073
13569443,http://www.8coupons.com/apiout/showdeal/deal/13569443/3449003/aff,Giovanni's Pizza Bistro,415.647.6122,,3839 Mission St.,San Francisco,CA,37.7355,-122.424,2015-12-02,2015-11-21 14:55:12,yelp,,,$25 for $30 Certificate,"You get a voucher redeemable for $30 at Giovanni's Pizza Bistro. Print out your voucher, or redeem on your phone with the  Yelp app .",30,25,17,5,,1,http://www.8coupons.com/discounts/giovanni-s-pizza-bistro-san-francisco-94110,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13569443/featured,http://www.8coupons.com/image/deal/13569443
11546067,http://www.8coupons.com/apiout/showdeal/deal/11546067/3449003/aff,Mango's Taqueria and Cantina,415.434.5000,,Pier 39,San Francisco,CA,37.8109,-122.411,2015-11-30,2015-11-19 14:09:00,yelp,,,$10 for $20 Certificate,"You get a voucher redeemable for $20 at Mango's Taqueria and Cantina. Print out your voucher, or redeem on your phone with the  Yelp app .",20,10,50,10,,1,http://www.8coupons.com/discounts/mango-s-taqueria-and-cantina-san-francisco-94133,http://s3-media2.fl.yelpcdn.com/dphoto/UZUZsButeC5yG2y7WNcYsQ/l.jpg,http://www.8coupons.com/image/deal/11546067/featured,http://www.8coupons.com/image/deal/11546067
6610835,http://www.8coupons.com/apiout/showdeal/deal/6610835/3449003,KIKI JAPANESE,415.661.5522,,1269 9th Avenue,San Francisco,CA,37.7659,-122.466,2015-12-06,2015-08-04 05:15:21,valpak,0,1,Mixed Tray For Only $27.65 (reg. price $33.00)  ,,,,,,"Tuna Sushi $2.69, Garlic Albacore $2.89, Salmon Sushi $2.69 Coupon void if altered.",3,http://www.8coupons.com/discounts/kiki-japanese-san-francisco-94121,https://www.valpak.com/img/slug/KikiLogo.JPG,http://www.8coupons.com/image/deal/6610835/featured,http://www.8coupons.com/image/deal/6610835
12238293,http://www.8coupons.com/apiout/showdeal/deal/12238293/3449003/aff,Sakesan Bistro,415.876.6313,,626 Clement St,San Francisco,CA,37.7831,-122.466,2015-12-02,2015-11-21 14:48:47,yelp,,,$10 for $20 Certificate,"You get a voucher redeemable for $20 at Sakesan Bistro. Print out your voucher, or redeem on your phone with the  Yelp app .",20,10,50,10,,1,http://www.8coupons.com/discounts/sakesan-bistro-san-francisco-94118,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/12238293/featured,http://www.8coupons.com/image/deal/12238293
13633003,http://www.8coupons.com/apiout/showdeal/deal/13633003/3449003,Chang&'s Kitchen*,415.731.8110,,1030 Irving St,San Francisco,CA,37.7642,-122.469,2015-12-06,2015-08-04 05:15:21,valpak,,,FREE Egg Rolls or Deep Fried Crab Rangoon   With Order of $25 or more. Delivery Only,,,,,,Not Valid with Family Dinner. Coupons may not be combined with any other offer. Coupon void if altered.,3,http://www.8coupons.com/discounts/chang-s-kitchen-san-francisco-94122,https://www.valpak.com/img/slug/ChangsKitchenLgo_4CTI.tif,http://www.8coupons.com/image/deal/13633003/featured,http://www.8coupons.com/image/deal/13633003
12651553,http://www.8coupons.com/apiout/showdeal/deal/12651553/3449003,Mozzarella  Di Bufala*,415.661.8900,,69 West Portal Ave.,San Francisco,CA,37.74,-122.466,2015-12-06,2015-08-04 05:15:21,valpak,,,$4 OFF Any Med. or Large Pizza  ,,,,,,One coupon per customer. One coupon per party. Coupons may not be combined with any other offer. With Valpak.  coupon only. Coupon void if altered.,2,http://www.8coupons.com/discounts/mozzarella-di-bufala-pizzeria-san-francisco-94127,https://www.valpak.com/img/slug/MozzarellaDiBufLgo_4CTI.tif,http://www.8coupons.com/image/deal/12651553/featured,http://www.8coupons.com/image/deal/12651553
13493199,http://www.8coupons.com/apiout/showdeal/deal/13493199/3449003,KITARO SUSHI,415.386.2777,,5723 Geary Blvd,San Francisco,CA,37.7801,-122.481,2015-12-06,2015-08-04 05:15:21,valpak,,,Mix Tray only $28.95    ,,,,,,"To-Go ONLY, Excludes Tax. Prices are subject to change without notice. One coupon per customer. One coupon per party. Coupons may not be combined with any other offer. With Valpak.  coupon only. Coupon void if altered.",1,http://www.8coupons.com/discounts/kitaro-sushi-san-francisco-94121,https://www.valpak.com/img/slug/KitaroLogo.JPG,http://www.8coupons.com/image/deal/13493199/featured,http://www.8coupons.com/image/deal/13493199
13802059,http://www.8coupons.com/apiout/showdeal/deal/13802059/3449003/aff,Bubble Tea & Dessert Cafe,415.662.8233,,1788 32nd Ave,San Francisco,CA,37.754,-122.49,2015-12-02,2015-11-21 14:48:51,yelp,,,$15 for $18 Certificate,"You get a voucher redeemable for $18 at Bubble Tea & Dessert Cafe. Print out your voucher, or redeem on your phone with the  Yelp app .",18,15,17,3,,1,http://www.8coupons.com/discounts/bubble-cafe-san-francisco-94122,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13802059/featured,http://www.8coupons.com/image/deal/13802059
13790387,http://www.8coupons.com/apiout/showdeal/deal/13790387/3449003/aff,Happy Dumplings,510.303.0830,,Stonestown Farmer's Market,San Francisco,CA,37.7181,-122.486,2015-12-02,2015-11-21 14:48:47,yelp,,,$10 for $12 Certificate,"You get a voucher redeemable for $12 at Happy Dumplings. Print out your voucher, or redeem on your phone with the  Yelp app .",12,10,17,2,,2,http://www.8coupons.com/discounts/happy-dumpling-san-francisco-94132,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13790387/featured,http://www.8coupons.com/image/deal/13790387
14055611,http://www.8coupons.com/apiout/showdeal/deal/14055611/3449003,Mama Mia Pizza,415.468.1032,,35 Visitacion Ave,Brisbane,CA,37.684,-122.403,2015-12-06,2015-09-22 19:01:04,valpak,,,"Mama Special: Large 1 Topping Pizza, & 2 Cans of Soda for Only $15.50  ",,,,,,Please Mention Coupon When Ordering. Limited Time Offer. Coupons may not be combined with any other offer. Must present coupon at time of order. Coupon void if altered.,3,http://www.8coupons.com/discounts/mama-mia-pizza-brisbane-94005,https://www.valpak.com/img/slug/MamaMiaPizza_Logo.png,http://www.8coupons.com/image/deal/14055611/featured,http://www.8coupons.com/image/deal/14055611
11301115,http://www.8coupons.com/apiout/showdeal/deal/11301115/3449003/aff,Nellie's Soulfood Restaurant & Bar,510.625.1350,,1155 3rd St,Oakland,CA,37.8011,-122.29,2015-12-03,2015-11-22 15:04:28,yelp,,,$22 for $40 Certificate,"You get a voucher redeemable for $40 at Nellie's Soulfood Restaurant & Bar. Print out your voucher, or redeem on your phone with the  Yelp app .",40,22,45,18,,1,http://www.8coupons.com/discounts/nellie-s-soulfood-oakland-94607,http://s3-media2.fl.yelpcdn.com/dphoto/JtwlV33eeFO57Tc-xno1cg/l.jpg,http://www.8coupons.com/image/deal/11301115/featured,http://www.8coupons.com/image/deal/11301115
13327749,http://www.8coupons.com/apiout/showdeal/deal/13327749/3449003,Lily Kai,415.789.5667,,1881 Tiburon Blvd,Belvedere Tiburon,CA,37.8737,-122.456,2015-12-06,2015-08-04 05:15:21,valpak,,,10% Off Dine-In Only With order over $35.00,,,,,,Maximum discount $20.00. Must present coupon to take advantage of offer.  Cannot be combined with any other offer. One coupon per order Coupon void if altered.,3,http://www.8coupons.com/discounts/lily-kai-tiburon-belvedere-tiburon-94920,https://www.valpak.com/img/slug/LILY_KAIlogo.pdf,http://www.8coupons.com/image/deal/13327749/featured,http://www.8coupons.com/image/deal/13327749
14196397,http://www.8coupons.com/apiout/showdeal/deal/14196397/3449003,360 Gourmet Burrito,510.814.9003,,853 Marina Village Pkwy,Alameda,CA,37.7827,-122.274,2015-12-06,2015-10-21 18:58:10,valpak,,,$1 OFF Any Sauteed Burrito   Valid After 3pm and All Day Saturday!,,,,,,Coupons may not be combined with any other offer. With Valpak.  coupon only. Coupon valid at this location only. Coupon void if altered.,2,http://www.8coupons.com/discounts/360-gourmet-burrito-alameda-94501,https://www.valpak.com/img/slug/360BurritosLogo_4CTI.tif,http://www.8coupons.com/image/deal/14196397/featured,http://www.8coupons.com/image/deal/14196397
13412961,http://www.8coupons.com/apiout/showdeal/deal/13412961/3449003/aff,Waterfront Deli,510.769.0240,,1070 Marina Village Pkwy,Alameda,CA,37.7855,-122.27,2015-12-02,2015-11-21 17:38:21,yelp,,,$25 for $30 Certificate,"You get a voucher redeemable for $30 at Waterfront Deli. Print out your voucher, or redeem on your phone with the  Yelp app .",30,25,17,5,,1,http://www.8coupons.com/discounts/waterfront-deli-alameda-94501,http://s3-media2.fl.yelpcdn.com/dphoto/ukBzX9trNfpKy3EPfZ4TTA/l.jpg,http://www.8coupons.com/image/deal/13412961/featured,http://www.8coupons.com/image/deal/13412961
13782153,http://www.8coupons.com/apiout/showdeal/deal/13782153/3449003/aff,Max's Diner & Bar,510.451.6297,,500 12th St,Oakland,CA,37.8038,-122.273,2015-12-03,2015-11-22 15:04:26,yelp,,,$10 for $15 Certificate,"You get a voucher redeemable for $15 at Max's Diner & Bar. Print out your voucher, or redeem on your phone with the  Yelp app .",15,10,33,5,,1,http://www.8coupons.com/discounts/max-s-diner-bar-oakland-94622,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/13782153/featured,http://www.8coupons.com/image/deal/13782153
13438173,http://www.8coupons.com/apiout/showdeal/deal/13438173/3449003,Wing Stop,650.877.9464,,22 Chestnut Ave,South San Francisco,CA,37.6555,-122.432,2015-12-06,2015-10-15 04:15:21,valpak,,,5 FREE BONELESS WINGS With Any Wing Purchase,,,,,,"Not valid with any other specials, promotions or offers. Present coupon at time of purchase. Valid only at participating locations. FIND COUPONS FOR THE BEST WINGS AT SAN MATEO (650) 340-9464 858 N Delaware St 94401 MILBRAE (650) 697-3300 1085 El Camino Real 94030 SOUTH SAN FRANCISCO (650) 877-9464 22 Chestnut Ave 94080 NEWARK (510) 792-9464 35000 Newark Blvd 94560. Coupon void if altered.",2,http://www.8coupons.com/discounts/wing-stop-south-san-francisco-94080,https://www.valpak.com/img/slug/WingStopExpertLogo_4CI.ai,http://www.8coupons.com/image/deal/13438173/featured,http://www.8coupons.com/image/deal/13438173
12021787,http://www.8coupons.com/apiout/showdeal/deal/12021787/3449003/aff,Big City Catering,415.467.9900,,San Francisco,South San Francisco,CA,37.6544,-122.408,2015-11-29,2015-11-18 20:16:10,yelp,,,$50 for $75 Certificate,"You get a voucher redeemable for $75 at Big City Catering. Print out your voucher, or redeem on your phone with the  Yelp app .",75,50,33,25,,1,http://www.8coupons.com/discounts/big-city-catering-south-san-francisco-94080,http://s3-media3.fl.yelpcdn.com/dphoto/2pthsrHhqnKl8IiChBKNMg/l.jpg,http://www.8coupons.com/image/deal/12021787/featured,http://www.8coupons.com/image/deal/12021787
13105817,http://www.8coupons.com/apiout/showdeal/deal/13105817/3449003/aff,Takara Ramen,650.588.9993,,665 El Camino Real,South San Francisco,CA,37.6496,-122.43,2015-12-02,2015-11-21 07:48:01,yelp,,,$10 for $15 Certificate,"You get a voucher redeemable for $15 at Takara Ramen. Print out your voucher, or redeem on your phone with the  Yelp app .",15,10,33,5,,1,http://www.8coupons.com/discounts/takara-ramen-south-san-francisco-94080,http://s3-media1.fl.yelpcdn.com/dphoto/VZ5NCxQG5s-0VvnIEHJO2Q/l.jpg,http://www.8coupons.com/image/deal/13105817/featured,http://www.8coupons.com/image/deal/13105817
14104077,http://www.8coupons.com/apiout/showdeal/deal/14104077/3449003,Best Lil Pork House,510.760.4116,,2201 S Shore Ctr,Alameda,CA,37.7577,-122.251,2015-12-06,2015-10-01 17:55:08,valpak,,,$5.00 OFF Any purchase of $20.00 and over   $10.00 OFF Any purchase of $45.00 and over,,,,,,"Must present coupon. No other discounts apply. Expires 11/30/15. Coupon valid at Best Lil&'PorkHouse in Alameda, CA. Coupon void if altered.",3,http://www.8coupons.com/discounts/best-lil-pork-house-alameda-94501,https://www.valpak.com/img/slug/BestLilPorkHouseLogo_BMI.tif,http://www.8coupons.com/image/deal/14104077/featured,http://www.8coupons.com/image/deal/14104077
13961023,http://www.8coupons.com/apiout/showdeal/deal/13961023/3449003,Take One Pizza,650.952.3255,,"2278 Westborough Blvd
., #203",South San Francisco,CA,37.6435,-122.453,2015-12-06,2015-09-02 17:38:16,valpak,,,Two Pizza&'s for Only 9.95    ,,,,,,Plus Tax One coupon per customer. One coupon per party. Coupons may not be combined with any other offer. Coupon void if altered.,3,http://www.8coupons.com/discounts/take-one-pizza-south-san-francisco-94080,https://www.valpak.com/img/slug/Take1logo.JPG,http://www.8coupons.com/image/deal/13961023/featured,http://www.8coupons.com/image/deal/13961023
8939613,http://www.8coupons.com/apiout/showdeal/deal/8939613/3449003/aff,Bootstrapper,510.981.0486,,2836 Sacramento St,Berkeley,CA,37.8563,-122.28,2015-12-03,2015-11-22 10:42:10,yelp,,,$7 for $10 Certificate,"You get a voucher redeemable for $10 at Bootstrapper. Print out your voucher, or redeem on your phone with the  Yelp app .",10,7,30,3,,1,http://www.8coupons.com/discounts/bootstrapper-berkeley-94702,http://s3-media2.fl.yelpcdn.com/dphoto/185GCwxkyAs9M1yVPFX0Fg/l.jpg,http://www.8coupons.com/image/deal/8939613/featured,http://www.8coupons.com/image/deal/8939613
12162041,http://www.8coupons.com/apiout/showdeal/deal/12162041/3449003/aff,Red Sea Restaurant,510.655.3757,,5200 Claremont Ave,Oakland,CA,37.8383,-122.261,2015-12-03,2015-11-22 10:42:08,yelp,,,$20 for $40 Certificate,"You get a voucher redeemable for $40 at Red Sea Restaurant. Print out your voucher, or redeem on your phone with the  Yelp app .",40,20,50,20,,1,http://www.8coupons.com/discounts/red-sea-restaurant-oakland-94609,http://8coupons.com/images/btypes/eat.jpg,http://www.8coupons.com/image/deal/12162041/featured,http://www.8coupons.com/image/deal/12162041
